ProbeID	Name	3-2_ham_S91_L004	3-4_ham_S92_L004	3-6_ham_S93_L004	4-2_ham_S94_L004	4-5_ham_S95_L004	4-6_ham_S96_L004	UN_CT_1_ham_S89_L004	UN_CT_3_ham_S90_L004
ENSMAUG00000005803.1	U6	2.263635404	0.646162657	3.271575078	2.274708939	0.137503524	1.852797893	2.158337027	2.286881148
ENSMAUG00000005804.1		-1	1.180147861	-1	-1	-1	-1	-1	-1
ENSMAUG00000005805.1		-1	-1	-1	-1	-1	-1	-1	-1
ENSMAUG00000005806.1		3.039840265	3.511847513	3.58772502	5.475733431	5.439157677	5.602231189	6.049282249	5.263860713
ENSMAUG00000005807.1		4.313826296	4.690640579	4.400879436	4.511721033	4.138241077	4.50156653	4.201947456	4.291824542
ENSMAUG00000005808.1	5S_RRNA	1.725086725	-1	1.998556583	2.297778355	1.187767747	0.883620816	1.592158002	0.332278283
ENSMAUG00000005809.1	SNORD115	-1	-1	-1	-1	-1	-1	-1	-1
ENSMAUG00000005810.1	U6	-1	-1	-1	-1	-1	-1	-1	-1
ENSMAUG00000005811.1	NOL7	4.303926836	4.173047459	4.346673285	3.89956236	3.602646909	3.981030631	3.272321853	3.43175666
ENSMAUG00000005812.1	U6	-1	-1	-1	-1	-1	-1	-1	-1
ENSMAUG00000005813.1		6.797998656	6.703253003	7.614069322	7.723046538	6.986103704	7.551146837	8.195475561	8.029519144
ENSMAUG00000005814.1	FMR1	3.708297614	3.550900665	3.812087435	3.65064969	3.048759312	3.184756353	2.883229789	2.944483671
ENSMAUG00000005815.1		-1	1.010779839	-1	1.917622702	0.407080775	1.02219024	4.270753178	2.989139007
ENSMAUG00000005816.1	SNORD115	-1	-1	-1	-1	-1	-1	-1	-1
ENSMAUG00000005817.1	SNORD96	5.64731451	4.765110362	5.591080962	4.299244658	4.163820726	3.842375488	3.541390934	3.561570537
ENSMAUG00000005818.1		-1	-1	-1	0.36960607	-1	-1	-1	0.978927776
ENSMAUG00000005819.1		6.114283726	5.741574847	6.820421519	7.343496655	6.571130691	7.695952068	7.450980262	7.378502953
ENSMAUG00000005820.1		-1	2.983860072	-1	1.913798965	2.704871964	2.614709844	2.414406182	2.966430467
ENSMAUG00000005821.1	SNORD115	-1	-1	-1	-1	-1	-1	-1	-1
ENSMAUG00000005822.1	NDC80	1.918004519	1.671293372	2.00252251	0.517023672	0.687060688	0.108357178	0.115033243	-0.289
ENSMAUG00000005823.1	U6	3.164786278	2.899948986	3.158337027	3.788998852	3.538910584	4.013104892	4.060306838	4.193140919
ENSMAUG00000005824.1	U1	-1	-1	-1	-1	-1	-1	-1	-1
ENSMAUG00000005825.1	U6	-1	-1	-1	-1	-1	-1	-1	-1
ENSMAUG00000005826.1	5S_RRNA	-1	-1	-1	-1	-1	-1	-1	-1
ENSMAUG00000005827.1	LRRN1	-0.972	-0.96	-0.937	-0.781	-0.854	-0.549	-0.733	-0.357
ENSMAUG00000005828.1	TRIP10	3.084404483	3.262433158	3.676605923	3.178395954	2.658554261	2.663800016	2.605257263	2.572889668
ENSMAUG00000005829.1		8.547110462	8.901455235	8.802267547	10.53641236	9.200454819	10.32148846	10.13781088	10.06131718
ENSMAUG00000005830.1	SNORD115	-1	-1	-1	-1	-1	-1	-1	-1
ENSMAUG00000005831.1		-1	-1	-1	-1	-1	-1	-1	-1
ENSMAUG00000005832.1	U6	-1	-1	-1	-1	-1	-1	-1	-1
ENSMAUG00000005833.1	U6	-1	-1	-1	-1	-1	-1	-1	-1
ENSMAUG00000005834.1		0.826192536	-1	1.082021269	0.789103218	0.282143229	-1	0.665392771	-1
ENSMAUG00000005835.1		3.332278283	3.568761783	4.406332578	2.499016697	3.842375488	3.61482761	2.829443681	3.451804556
ENSMAUG00000005836.1		-0.3	0.753604536	-0.199	1.034215715	0.46048047	1.214124805	0.136191386	0.352758525
ENSMAUG00000005837.1		8.721283787	8.695266577	9.5905122	9.540505861	8.781212158	9.585176635	10.02039663	9.875330072
ENSMAUG00000005838.1	SNORD115	-1	-1	-1	-1	-1	-1	-1	-1
ENSMAUG00000005839.1		-1	-1	-1	-1	-1	-1	-1	-1
ENSMAUG00000005840.1	U6	-1	-1	-1	-1	-1	-1	-1	-1
ENSMAUG00000005841.1	U6	1.517023672	-1	-1	-1	-1	-1	-1	-1
ENSMAUG00000005842.1	SNORA75	3.561814896	4.579904211	3.768078435	2.595980979	2.741359117	3.934516502	4.101229845	3.734113454
ENSMAUG00000005843.1	5S_RRNA	1.342554745	-1	-1	0.40599236	1.401630467	2.379343707	1.234501321	1.012926174
ENSMAUG00000005844.1		4.847245307	4.324666615	5.534777542	4.211713117	4.821506142	5.110572048	6.356531201	5.700661654
ENSMAUG00000005845.1		4.015247774	3.502203284	3.390667686	3.849098545	2.863343811	4.878676303	4.445196982	4.306553899
ENSMAUG00000005846.1	SNORD115	-1	-1	-1	-1	-1	-1	-1	-1
ENSMAUG00000005847.1	U6	-1	-1	-1	-1	-1	-1	-1	-1
ENSMAUG00000005848.1	U6	1.658554261	1.631802755	3.250355272	3.006657082	2.469885976	2.819463821	2.140778656	3.441616269
ENSMAUG00000005849.1	VPS72	2.597650351	2.640158155	3.266486729	3.633198686	2.760859637	3.104839838	2.535804138	2.641546029
ENSMAUG00000005850.1		2.665165342	2.706641057	2.566571641	3.599912842	2.947105052	3.418999465	2.882838656	3.181261604
ENSMAUG00000005851.1		-1	-1	-1	-1	-1	-1	-1	-1
ENSMAUG00000005852.1	U1	-1	-1	-1	-1	-1	-1	-1	-1
ENSMAUG00000005853.1		-1	-1	-1	3.492109553	1.147957881	3.626789546	2.555816155	2.593592806
ENSMAUG00000005854.1		6.676126337	6.581004694	7.553114708	7.654328125	7.260787839	7.813608057	8.033191711	7.98136178
ENSMAUG00000005855.1	SNORD115	-1	-1	-1	-1	-1	-1	-1	-1
ENSMAUG00000005856.1	U6	3.196449673	-1	3.671180127	2.233274539	2.428946345	0.732052073	1.514501036	1.22527493
ENSMAUG00000005857.1	U6	-1	-1	-1	-1	-1	-1	-1	-1
ENSMAUG00000005858.1	YBEY	1.310340121	1.102993993	1.409255147	0.918386234	0.755314904	1.614474283	1.327687364	1.488515009
ENSMAUG00000005859.1	5S_RRNA	-1	-1	-1	-1	-1	-1	-1	-1
ENSMAUG00000005860.1	5S_RRNA	-0.423	-0.379	-0.327	0.255802837	-1	0.206643224	-0.465	-1
ENSMAUG00000005861.1		-1	-1	-1	-1	-1	-1	-1	-1
ENSMAUG00000005862.1		7.033345909	7.353376227	7.85408918	8.59226641	8.029739983	9.195067025	8.767568732	8.326114846
ENSMAUG00000005863.1	SNORD115	-1	-1	-1	-1	-1	-1	-1	-1
ENSMAUG00000005864.1	U6	-1	-1	-1	-1	-1	-1	-1	-1
ENSMAUG00000005865.1	U6	-1	-1	-1	-1	0.305678743	0.984042426	-1	2.040892431
ENSMAUG00000005866.1		-0.339	-0.346	-0.399	-0.309	-0.474	-0.519	-0.454	-0.354
ENSMAUG00000005867.1	SCN2B	0.938850337	0.82374936	1.953823954	1.898014819	0.926758532	1.579662897	1.89569039	1.953078953
ENSMAUG00000005868.1	MIR193A	-1	-1	-1	-1	-1	-1	-1	-1
ENSMAUG00000005869.1	5S_RRNA	1.451540833	1.478713002	2.268134924	1.49978212	0.925999419	0.492622329	2.33084519	-1
ENSMAUG00000005870.1		4.636798603	4.372185985	5.285254243	5.525411184	4.483880254	5.059614856	6.087144565	5.845740933
ENSMAUG00000005871.1		-0.696	-0.834	-0.486	-0.692	-0.79	-0.848	-0.484	-0.512
ENSMAUG00000005872.1	SNORD115	-1	-1	-1	-1	-1	-1	-1	-1
ENSMAUG00000005873.1	U6	-1	-1	-1	0.556797247	-1	0.584962501	1.390117354	0.147957881
ENSMAUG00000005874.1	U6	-1	-1	-1	-1	-1	-1	-1	-1
ENSMAUG00000005875.1		-1	-1	-1	-1	-1	-1	-1	-1
ENSMAUG00000005876.1		4.636798603	4.372185985	5.285254243	5.525411184	4.483880254	5.059614856	6.087144565	5.845740933
ENSMAUG00000005877.1	U1	-1	-1	-0.266	-1	-1	-1	-1	-1
ENSMAUG00000005878.1	SNORD115	-1	-1	-1	-1	-1	-1	-1	-1
ENSMAUG00000005879.1	U6	-1	-1	-1	-1	-1	-1	-1	-1
ENSMAUG00000005880.1	7SK	-1	-1	-1	-1	-1	-1	-1	1.755314904
ENSMAUG00000005881.1	U6	-1	-1	-1	-1	-1	1.585443319	-1	-1
ENSMAUG00000005882.1		0.478195258	-1	-1	2.52656966	-0.025	0.542010356	-1	1.121015401
ENSMAUG00000005883.1	SNORD115	-1	-1	-1	-1	-1	-1	-1	-1
ENSMAUG00000005884.1		-0.285	-0.599	-0.181	-0.259	-0.499	0.835115615	-0.364	-0.119
ENSMAUG00000005885.1	5S_RRNA	-1	-1	-1	-1	-1	-1	-1	-1
ENSMAUG00000005886.1	7SK	-0.805	-0.569	-1	-0.4	-1	-1	-0.496	-0.842
ENSMAUG00000005887.1	U1	1.273814245	-1	0.89219671	1.295723025	0.136191386	-0.227	1.872631791	-0.349
ENSMAUG00000005888.1		-1	-1	1.417379976	-1	-1	-1	-1	1.913798965
ENSMAUG00000005889.1	INPP1	0.848798181	1.241230036	0.86710573	1.545474211	1.3021728	1.065572312	0.380729449	0.668119125
ENSMAUG00000005890.1		6.968528564	6.770789411	7.68429979	8.085812345	7.298181737	8.05115455	8.436857262	8.325476364
ENSMAUG00000005891.1	WNT2B	-0.522	-0.539	-0.45	0.644317778	0.444667067	2.488000771	1.031395196	2.621993232
ENSMAUG00000005892.1	SNORD115	-1	-1	-1	-1	-1	-1	-1	-1
ENSMAUG00000005893.1	U6	-1	-1	-1	-1	-1	3.58520293	2.390117354	3.096936483
ENSMAUG00000005894.1		-0.983	-0.982	-0.981	-1	-1	-1	-0.987	-1
ENSMAUG00000005895.1	SUPV3L1	1.281549893	1.294547234	1.846794159	1.200378798	0.817213924	1.164142649	0.581110175	1.030689204
ENSMAUG00000005896.1	PRSS46	-1	-1	-0.951	-1	-0.972	-1	-0.965	-1
ENSMAUG00000005897.1	5S_RRNA	-1	0.37517848	0.518031493	1.345396375	-1	1.30626224	0.187767747	-1
ENSMAUG00000005898.1	MIR3102	-1	-1	-1	0.59454855	-1	-1	0.446785562	-1
ENSMAUG00000005899.1	U6	1.477677328	1.501311749	1.72334012	0.527070336	-1	1.542505701	2.681449265	2.121015401
ENSMAUG00000005900.1		3.325674234	2.910348915	3.011674533	3.68223618	0.521050737	2.27887686	2.372394965	1.958285901
ENSMAUG00000005901.1		5.744080345	5.991635216	6.132905812	6.830597599	5.699801462	6.668913342	6.947046591	7.201290788
ENSMAUG00000005902.1	BCAT2	1.903809559	2.246712101	1.99385548	2.334568276	1.886355044	2.008271738	2.186500558	2.374343989
ENSMAUG00000005903.1		-1	-1	-1	-0.883	-0.92	-1	-1	-1
ENSMAUG00000005904.1	DMP1	-0.585	-0.672	-0.084	0.108357178	-0.302	-0.207	-0.805	-0.537
ENSMAUG00000005905.1		7.516487981	7.16050679	7.105185671	7.095259868	6.693821457	7.128262465	6.233044401	6.495023539
ENSMAUG00000005906.1	U6	1.594070757	1.587845009	2.441217863	0.631337144	-1	0.714575239	2.079292767	3.022900402
ENSMAUG00000005907.1		-1	1.645701659	-1	-1	-1	1.852797893	1.573374526	-1
ENSMAUG00000005908.1		8.683317487	8.711543087	9.592126226	9.533553615	8.886559292	9.66200428	9.919833153	9.768353071
ENSMAUG00000005909.1		-1	-1	-1	-1	-1	-1	-1	-1
ENSMAUG00000005910.1	U1	0.321928095	0.496717988	-1	-1	-0.147	-0.396	-1	-0.492
ENSMAUG00000005911.1		8.631497215	8.229020654	7.402236127	7.542482486	7.950917437	8.322559136	7.853297078	8.408176864
ENSMAUG00000005912.1		2.916667717	-1	-1	2.828428485	0.33571191	-1	-1	0.518031493
ENSMAUG00000005913.1	UCK1	1.458382004	1.442014566	1.778629126	2.126972856	1.710172748	2.029629568	1.910348915	1.893362211
ENSMAUG00000005914.1	U6	-1	-1	-1	-1	-1	-1	-1	-1
ENSMAUG00000005915.1		4.944108799	4.275901003	5.436095194	4.74453787	5.53763775	5.690668512	5.922911406	6.032673927
ENSMAUG00000005916.1		-1	-1	1.082021269	-1	-1	-1	-1	0.436161839
ENSMAUG00000005917.1	PRMT1	4.876123989	4.961299195	5.242526292	4.421223299	4.010600833	4.256708768	3.296163699	3.662319452
ENSMAUG00000005918.1		-1	-1	-1	-1	-1	-1	-1	-1
ENSMAUG00000005919.1	5S_RRNA	-1	-1	-1	-1	-1	-1	-1	-1
ENSMAUG00000005920.1	7SK	3.751999223	3.58508272	3.072963272	4.276273321	3.828631582	4.632384557	3.648120259	4.466300829
ENSMAUG00000005921.1	TMEM232	-0.442	-0.306	-0.214	0.481298942	-0.259	-0.881	-0.694	-0.686
ENSMAUG00000005922.1		-1	-1	-1	-1	-1	-1	-1	-1
ENSMAUG00000005923.1	U6	-1	0.531069493	-1	-1	0.004321606	-1	-1	-1
ENSMAUG00000005924.1	NHLRC3	1.180784391	1.158337027	1.202260984	1.189033824	0.798257933	0.979659552	0.14404637	0.919149363
ENSMAUG00000005925.1		3.109360559	2.671066872	2.704650675	2.536301619	2.546956178	2.942983598	2.227124934	1.22527493
ENSMAUG00000005926.1		5.49092306	5.747548526	5.888377963	6.479731769	5.656696572	6.405396785	7.195918421	7.291069373
ENSMAUG00000005927.1		0.659011171	-1	0.928275562	-1	1.147957881	-1	-1	1.271425676
ENSMAUG00000005928.1	U6	-1	-1	-1	-1	-1	-1	-1	-1
ENSMAUG00000005929.1	U6	-1	3.406400612	1.86393845	2.648465443	-1	-1	3.836328134	1.810237431
ENSMAUG00000005930.1	U6	4.157124576	3.153805336	3.819361629	2.930926531	3.07244885	3.257915791	2.785132015	2.513743385
ENSMAUG00000005931.1	5S_RRNA	1.463622457	3.490698478	3.025028794	1.511468039	0.949348164	-1	2.929601655	2.427874307
ENSMAUG00000005932.1	SLC16A12	-0.732	-0.72	-0.68	-0.097	-0.34	-0.308	-0.558	-0.43
ENSMAUG00000005933.1	SNORA70	-1	-1	-1	-1	-1	-1	-1	-1
ENSMAUG00000005934.1		6.018589668	6.05530413	6.494895575	5.01551541	4.852648104	6.163538985	6.503285123	6.649213058
ENSMAUG00000005935.1		-1	-1	-1	-1	-1	-1	-1	-1
ENSMAUG00000005936.1	ARHGAP29	3.199436784	3.615887074	3.468452986	5.143556684	4.569369566	5.37420486	4.56138724	5.005399988
ENSMAUG00000005937.1	U6	-1	0.627606838	-1	-1	0.141432791	0.790772038	-1	-1
ENSMAUG00000005938.1	U6	-1	-1	-1	-1	-1	-1	-1	-1
ENSMAUG00000005939.1	U6	-1	-1	-1	-1	1.022900402	-1	-1	1.164786278
ENSMAUG00000005940.1	PNOC	-1	-1	-1	-1	-1	-1	-1	-0.968
ENSMAUG00000005941.1	CAV1	4.753711494	5.326788992	5.065184531	7.290405972	6.96471052	7.77655805	6.961507575	7.393544909
ENSMAUG00000005942.1	DENND6B	-0.15	-0.126	-0.141	-0.27	-0.417	-0.31	-0.375	-0.069
ENSMAUG00000005943.1		4.845339501	3.924099886	4.814191499	5.681393041	4.682573297	5.957705699	5.285920016	4.586104182
ENSMAUG00000005944.1	SNORA70	-1	-1	-1	-1	-1	-1	-1	-1
ENSMAUG00000005945.1	MIR876	-1	-1	-1	-1	-1	-1	-1	-1
ENSMAUG00000005946.1	U6	2.901880564	2.163176666	1.836328134	2.204140717	1.079292767	2.69131082	1.475084883	3.000540909
ENSMAUG00000005947.1	7SK	-0.404	-1	-0.775	-1	-0.722	-0.6	-0.316	-0.517
ENSMAUG00000005948.1	DAPP1	2.626205483	2.494671612	2.639463717	2.044044333	2.440952198	1.93319492	1.503348735	1.799916203
ENSMAUG00000005949.1	U6	-1	0.550900665	-1	-1	-1	-1	-1	0.173767068
ENSMAUG00000005950.1	SPINK14	-1	-1	-1	-1	-1	-1	-1	-1
ENSMAUG00000005951.1		8.357987387	7.974007251	9.122600251	8.861440556	8.217138606	9.025369378	9.199230636	9.025986655
ENSMAUG00000005952.1	5S_RRNA	-1	-1	-1	-1	-1	-1	-1	-1
ENSMAUG00000005953.1		-1	-1	0.987684678	-1	0.167357928	0.871055075	2.167679062	0.314986485
ENSMAUG00000005954.1	ACBD7	-0.494	-0.72	-1	-1	-0.643	-1	-1	-1
ENSMAUG00000005955.1		-0.633	-0.287	-0.075	1.066261442	-0.644	0.247319935	0.589763487	0.699551633
ENSMAUG00000005956.1	TGFB1I1	1.891419187	2.308885057	2.97397856	2.863145543	2.358958826	2.644317778	2.178555307	2.642008357
ENSMAUG00000005957.1		1.486971744	2.068326861	1.942608336	2.266336799	2.063502942	1.896078055	1.613531653	1.861161366
ENSMAUG00000005958.1		6.9185055	6.742868551	6.130148374	6.007621608	6.067014802	6.650434287	6.072298776	6.73156342
ENSMAUG00000005959.1	U6	-1	1.6073895	2.063157759	-1	-1	-1	2.855391772	-1
ENSMAUG00000005960.1	GRK6	2.82659933	3.119688175	3.330414984	2.776525151	2.653060017	2.624568846	2.185866545	2.510708793
ENSMAUG00000005961.1	ANKRD22	-0.455	-0.78	-0.39	-1	-1	-1	-1	-0.786
ENSMAUG00000005962.1	U6	-1	-1	-1	-1	-1	-1	-1	-1
ENSMAUG00000005963.1		6.714795011	6.45093079	7.778418866	7.783161956	7.53552423	8.061527808	8.05775351	8.194062421
ENSMAUG00000005964.1	NR3C2	-0.022	0.062121712	0.185232254	1.495695163	0.906120953	1.263635404	0.744161096	1.424922088
ENSMAUG00000005965.1	U1	0.478195258	-1	-1	-1	-1	-1	0.35952117	-1
ENSMAUG00000005966.1		-1	-1	-1	-1	-1	-1	-1	0.704871964
ENSMAUG00000005967.1	TIGD5	-0.821	-0.615	-0.871	-0.798	-0.751	-0.831	-0.633	-0.811
ENSMAUG00000005968.1	U6	-1	0.531069493	-1	-1	0.004321606	-1	0.389566812	0.147957881
ENSMAUG00000005969.1		-0.636	-1	-1	-1	-0.745	0.859969548	-0.026	1.067638717
ENSMAUG00000005970.1		6.444816125	6.020257716	5.652945331	3.97929371	5.726695004	6.803369129	5.291898196	6.085339669
ENSMAUG00000005971.1		6.280084051	5.151290587	6.77747232	7.19908337	6.48722907	7.274811421	7.062369999	7.598119514
ENSMAUG00000005972.1		-1	-1	-1	-1	-1	-1	-1	-1
ENSMAUG00000005973.1		-1	-1	-1	-1	-1	-1	-1	-1
ENSMAUG00000005974.1		2.228356954	2.057276965	2.232353768	2.629240034	2.237563718	2.805705185	1.957914599	2.319328904
ENSMAUG00000005975.1	SLAMF7	1.803640357	1.975630186	1.644317778	1.056583528	1.9202933	0.675364313	-0.156	0.436161839
ENSMAUG00000005976.1	ATP2A3	1.863542051	2.295135249	1.660381035	3.421021274	3.113033665	2.959399235	2.848798181	3.087802259
ENSMAUG00000005977.1	U8	-1	-1	-1	-1	0.503857533	0.029982866	-1	-1
ENSMAUG00000005978.1	SNORD16	5.316471616	5.256859701	4.682741827	5.351416319	4.648350391	5.067380578	4.44141708	4.479618608
ENSMAUG00000005979.1		6.237869601	6.17332735	7.382762346	7.040804779	6.225602708	7.143985168	7.646861077	7.712478852
ENSMAUG00000005980.1	U6	-1	-1	-1	-1	-1	-1	-1	-1
ENSMAUG00000005981.1	LAD1	1.508428653	1.672651629	2.292487292	0.204140717	-0.523	-0.51	-0.623	-0.336
ENSMAUG00000005982.1	MIR218-1	-1	-1	0.7031007	2.096261853	0.949348164	2.84478735	0.344828497	1.105678078
ENSMAUG00000005983.1	ETV6	2.120683709	2.166715445	2.471707725	1.733354341	1.692427198	1.081339627	0.719840555	1.434561512
ENSMAUG00000005984.1	SNORA71	8.07911673	7.703322227	6.61866447	5.181380883	6.773060062	6.190891363	6.515132109	6.357094492
ENSMAUG00000005985.1	BBOX1	-0.894	-0.919	-0.88	-0.467	-0.594	0.15704371	-0.549	-0.507
ENSMAUG00000005986.1		-0.771	-0.685	-0.701	-0.705	-0.833	-0.747	-0.599	-0.5
ENSMAUG00000005987.1	ARHGEF37	0.206643224	0.168642036	0.551885103	0.839153387	0.39176772	0.99494171	1.215989154	1.147957881
ENSMAUG00000005988.1		6.962653126	7.226787871	8.031505476	7.904176981	7.318533772	7.887580102	7.877149138	8.064634996
ENSMAUG00000005989.1		4.941575862	5.599436823	6.066864162	5.709759325	5.548652396	6.254405078	5.172247473	5.835039799
ENSMAUG00000005990.1	U6	-1	-1	-1	-1	-1	-1	-1	1.032100843
ENSMAUG00000005991.1	SNORD16	5.660438085	4.860913152	3.460349405	3.458382004	3.932155684	4.330414984	4.119522185	4.039050636
ENSMAUG00000005992.1	U6	-1	-1	-1	-1	-1	-1	-1	-1
ENSMAUG00000005993.1		-1	-1	-1	-1	-1	-1	0.884402553	-1
ENSMAUG00000005994.1	GCNT3	-0.877	-0.947	-0.889	-0.906	-1	-0.953	-0.92	-0.885
ENSMAUG00000005995.1	5S_RRNA	-1	1.09963185	0.158337027	-0.01	-1	-1	-1	-0.229
ENSMAUG00000005996.1	MYOZ2	-0.967	-0.858	-1	-0.81	-0.616	-0.622	2.490056624	0.695993813
ENSMAUG00000005997.1		3.854494418	2.88381629	3.581110175	4.162290614	3.162210036	4.027242536	3.763624032	4.320051371
ENSMAUG00000005998.1	CFAP126	2.462052319	3.371837617	3.149096744	3.636218579	3.122175723	0.41467678	0.361768359	0.781569545
ENSMAUG00000005999.1	TAPBP	6.046774787	6.283347691	6.398658196	5.622461867	5.751838593	4.934752371	4.603359292	5.004276656
ENSMAUG00000006000.1		-1	-1	-1	-1	-1	-1	-1	-1
ENSMAUG00000006001.1	U6	-1	0.531069493	-1	-1	-1	-1	-1	-1
ENSMAUG00000006002.1	METAZOA_SRP	3.372394965	3.776419872	2.260627908	2.970853654	2.611408481	2.49646235	2.14860877	2.825785627
ENSMAUG00000006003.1	U6	-1	-1	-1	0.64800518	-1	-1	-1	-1
ENSMAUG00000006004.1	5S_RRNA	-1	-1	-1	-1	-1	-1	-1	-1
ENSMAUG00000006005.1		3.952426761	3.576401203	3.272769732	2.531568609	3.069186581	2.82374936	2.709290636	3.14028786
ENSMAUG00000006006.1	HAUS2	3.213969334	2.970301497	3.729444007	3.285698126	2.70509322	3.25821739	2.363171077	2.63505783
ENSMAUG00000006007.1	DPYSL2	3.871646546	4.332922711	4.441018619	5.639695233	4.953917052	5.798076444	5.331203596	5.607981229
ENSMAUG00000006008.1		2.335426087	2.325386415	2.341701164	2.014355293	2.348515717	2.617768646	2.516267344	2.830255324
ENSMAUG00000006009.1		8.933315919	8.714005048	9.750462469	9.347721014	8.839008476	9.454459698	10.0166551	9.904798675
ENSMAUG00000006010.1		-1	-0.857	-0.555	-1	-0.91	-1	-1	-1
ENSMAUG00000006011.1		-1	-1	-1	-1	-1	-1	-1	-1
ENSMAUG00000006012.1	JTB	4.78335188	5.110906073	4.872877997	5.545597766	5.303196247	5.973106106	5.511562917	5.681055647
ENSMAUG00000006013.1	DLX6OS1	-1	-1	-1	-1	-1	-1	-1	-1
ENSMAUG00000006014.1		-1	-1	-1	-1	-1	-1	-1	-1
ENSMAUG00000006015.1	U3	-1	-1	-1	-1	-1	-1	-1	-1
ENSMAUG00000006016.1		-1	-1	0.875780063	-1	-1	-1	-1	0.231432408
ENSMAUG00000006017.1	U6	-1	-1	-1	1.570462931	0.022900402	1.605968359	1.407080775	0.164786278
ENSMAUG00000006018.1		1.987320866	2.34283916	2.224349037	1.898014819	1.954940735	1.930169608	1.377956634	1.82822536
ENSMAUG00000006019.1	5S_RRNA	1.386259141	1.442014566	0.617298483	2.027154052	-0.092	-1	1.270827916	1.630405471
ENSMAUG00000006020.1		-0.23	-0.104	-0.098	-0.662	-0.711	-0.878	-0.715	-0.751
ENSMAUG00000006021.1		3.517779603	-1	-1	7.738524665	8.415500947	8.296241721	5.248383029	8.072062914
ENSMAUG00000006022.1	BLOC1S5	3.097610797	2.977096712	3.416974819	3.510455622	2.934893874	3.557900178	3.397939833	3.622461867
ENSMAUG00000006023.1	CASC3	2.325098538	2.551146837	2.840765337	2.335997677	1.858776745	2.126642531	1.33571191	1.883229789
ENSMAUG00000006024.1	U6	-1	-1	1.22527493	-1	-1	1.03562391	0.794935663	-1
ENSMAUG00000006025.1		0.663572335	0.653518671	0.973060173	0.49978212	0.249748715	0.718964336	0.007195501	0.366252264
ENSMAUG00000006026.1		-1	-1	-1	-1	-1	-1	-1	-1
ENSMAUG00000006027.1	U3	-0.908	5.639290055	5.385707125	-1	0.909197063	-0.097	4.605968359	5.552561516
ENSMAUG00000006028.1	U6	-1	0.762986565	0.977463111	0.845590409	0.254594043	0.797428082	1.725523046	-1
ENSMAUG00000006029.1	5S_RRNA	7.137124357	7.61540894	7.011216072	4.130024784	3.986410935	-1	3.702657543	3.332707934
ENSMAUG00000006030.1	RPF1	2.404903122	2.616357697	2.857781989	2.26993081	1.722466024	2.082021269	1.172487516	1.45048546
ENSMAUG00000006031.1		4.069616248	4.761019265	5.182056609	5.969173519	5.188084371	5.520170776	5.791214994	6.258933433
ENSMAUG00000006032.1		1.102993993	1.043344505	0.959770155	1.60833615	0.809002775	1.612588407	0.903809559	1.247319935
ENSMAUG00000006033.1	U6	-1	-1	-1	-1	-1	-1	-1	-1
ENSMAUG00000006034.1		-1	-1	-1	-1	-1	-1	-1	-1
ENSMAUG00000006035.1	U1	-1	-1	-1	-1	-0.519	-1	-0.361	-1
ENSMAUG00000006036.1	U3	-1	-1	-1	-0.574	-1	-1	-0.631	-0.663
ENSMAUG00000006037.1	U6	-1	-1	0.800744624	-1	-1	-1	-1	-1
ENSMAUG00000006038.1		3.379482341	1.018634174	2.292192774	3.362610154	3.507921465	4.946917968	4.731074601	4.927090519
ENSMAUG00000006039.1	APTX	0.548929769	-0.044	0.182692298	0.397255346	0.191562651	0.348232419	-0.324	0.190298792
ENSMAUG00000006040.1	ZP4	-1	-1	-1	-1	-1	-1	-1	-1
ENSMAUG00000006041.1	U6	-1	-1	-1	-1	-1	-1	-1	-1
ENSMAUG00000006042.1	U1	-1	-1	-1	-1	-1	-1	-1	0.041242982
ENSMAUG00000006043.1	BABAM1	3.126972856	3.334997245	3.525943572	3.010063683	3.037206487	3.265886918	2.823137919	3.43055291
ENSMAUG00000006044.1		-1	-1	-1	-1	-1	-1	-1	-1
ENSMAUG00000006045.1	EDRF1	1.10433666	1.071762669	1.356707253	1.199122642	0.839959587	1.357833479	0.888304895	1.122341408
ENSMAUG00000006046.1	U3	1.309758271	0.252173413	0.283329168	-1	-0.504	-0.293	-1	-0.418
ENSMAUG00000006047.1	U6	1.579662897	0.578214165	-1	-1	0.079975377	-1	2.060393312	2.515005916
ENSMAUG00000006048.1	7SK	-0.826	-0.81	-0.804	-1	-1	-1	-1	-1
ENSMAUG00000006049.1		6.801404431	6.599020177	6.171507091	5.941223713	7.985494738	5.99566541	6.292873755	6.061668207
ENSMAUG00000006050.1		-1	-1	-1	-1	-1	-1	-1	-1
ENSMAUG00000006051.1	CNTNAP1	-0.9	-0.854	-0.746	-0.844	-0.891	-0.845	-0.828	-0.709
ENSMAUG00000006052.1	5S_RRNA	-1	-1	-1	-1	-0.184	-1	1.140124224	0.917622702
ENSMAUG00000006053.1		-1	-1	-1	-1	-1	-1	-1	-1
ENSMAUG00000006054.1	IGIP	2.96827511	2.552377071	2.381283373	4.76293343	4.073563198	5.237793136	4.359942785	4.635812423
ENSMAUG00000006055.1	U3	-1	-1	-1	-1	-1	-1	-1	-1
ENSMAUG00000006056.1		1.794519841	0.737254104	-1	0.749319725	1.266036894	3.254594043	2.647084213	2.988048397
ENSMAUG00000006057.1	U6	-1	-1	-1	-1	-1	-1	-1	-1
